Regime,Label,Theme,run,agent_id,alignment,belief,reward,name,label,description,theme,n_agents,n_steps,alignment_enforced,alignment_init_range_enforced,alignment_init_range_unenforced,reward_aligned_range,reward_unaligned_range,penalty_range,audit_schedule,memory_enabled,memory_window,memory_threshold,memory_alignment_bonus,belief_enabled,belief_init_noise,belief_feedback_strength,social_influence_enabled,social_influence_factor,adversarial_enabled,adversarial_factor,randomness_enabled,noise_action_flip_prob
baseline_enforced,V_Baseline_Enforced,Baseline,1,0,0.41928,,1277,baseline_enforced,V_Baseline_Enforced,Baseline with alignment incentives + scheduled audits.,Baseline,10,100,True,"(0.4, 0.9)","(0.0, 0.3)","(5, 15)","(10, 20)","(10, 30)","(25, 50, 75)",False,5,3,0.1,False,0.1,0.1,False,0.0,False,0.0,False,0.0
baseline_enforced,V_Baseline_Enforced,Baseline,1,1,0.74811,,1045,baseline_enforced,V_Baseline_Enforced,Baseline with alignment incentives + scheduled audits.,Baseline,10,100,True,"(0.4, 0.9)","(0.0, 0.3)","(5, 15)","(10, 20)","(10, 30)","(25, 50, 75)",False,5,3,0.1,False,0.1,0.1,False,0.0,False,0.0,False,0.0
baseline_enforced,V_Baseline_Enforced,Baseline,1,2,0.47197,,1216,baseline_enforced,V_Baseline_Enforced,Baseline with alignment incentives + scheduled audits.,Baseline,10,100,True,"(0.4, 0.9)","(0.0, 0.3)","(5, 15)","(10, 20)","(10, 30)","(25, 50, 75)",False,5,3,0.1,False,0.1,0.1,False,0.0,False,0.0,False,0.0
baseline_enforced,V_Baseline_Enforced,Baseline,1,3,0.63127,,1156,baseline_enforced,V_Baseline_Enforced,Baseline with alignment incentives + scheduled audits.,Baseline,10,100,True,"(0.4, 0.9)","(0.0, 0.3)","(5, 15)","(10, 20)","(10, 30)","(25, 50, 75)",False,5,3,0.1,False,0.1,0.1,False,0.0,False,0.0,False,0.0
baseline_enforced,V_Baseline_Enforced,Baseline,1,4,0.73582,,1191,baseline_enforced,V_Baseline_Enforced,Baseline with alignment incentives + scheduled audits.,Baseline,10,100,True,"(0.4, 0.9)","(0.0, 0.3)","(5, 15)","(10, 20)","(10, 30)","(25, 50, 75)",False,5,3,0.1,False,0.1,0.1,False,0.0,False,0.0,False,0.0
baseline_enforced,V_Baseline_Enforced,Baseline,1,5,0.79648,,1100,baseline_enforced,V_Baseline_Enforced,Baseline with alignment incentives + scheduled audits.,Baseline,10,100,True,"(0.4, 0.9)","(0.0, 0.3)","(5, 15)","(10, 20)","(10, 30)","(25, 50, 75)",False,5,3,0.1,False,0.1,0.1,False,0.0,False,0.0,False,0.0
baseline_enforced,V_Baseline_Enforced,Baseline,1,6,0.62659,,1196,baseline_enforced,V_Baseline_Enforced,Baseline with alignment incentives + scheduled audits.,Baseline,10,100,True,"(0.4, 0.9)","(0.0, 0.3)","(5, 15)","(10, 20)","(10, 30)","(25, 50, 75)",False,5,3,0.1,False,0.1,0.1,False,0.0,False,0.0,False,0.0
baseline_enforced,V_Baseline_Enforced,Baseline,1,7,0.64914,,1177,baseline_enforced,V_Baseline_Enforced,Baseline with alignment incentives + scheduled audits.,Baseline,10,100,True,"(0.4, 0.9)","(0.0, 0.3)","(5, 15)","(10, 20)","(10, 30)","(25, 50, 75)",False,5,3,0.1,False,0.1,0.1,False,0.0,False,0.0,False,0.0
baseline_enforced,V_Baseline_Enforced,Baseline,1,8,0.40958,,1286,baseline_enforced,V_Baseline_Enforced,Baseline with alignment incentives + scheduled audits.,Baseline,10,100,True,"(0.4, 0.9)","(0.0, 0.3)","(5, 15)","(10, 20)","(10, 30)","(25, 50, 75)",False,5,3,0.1,False,0.1,0.1,False,0.0,False,0.0,False,0.0
baseline_enforced,V_Baseline_Enforced,Baseline,1,9,0.61619,,1218,baseline_enforced,V_Baseline_Enforced,Baseline with alignment incentives + scheduled audits.,Baseline,10,100,True,"(0.4, 0.9)","(0.0, 0.3)","(5, 15)","(10, 20)","(10, 30)","(25, 50, 75)",False,5,3,0.1,False,0.1,0.1,False,0.0,False,0.0,False,0.0
baseline_enforced,V_Baseline_Enforced,Baseline,2,0,0.60427,,1060,baseline_enforced,V_Baseline_Enforced,Baseline with alignment incentives + scheduled audits.,Baseline,10,100,True,"(0.4, 0.9)","(0.0, 0.3)","(5, 15)","(10, 20)","(10, 30)","(25, 50, 75)",False,5,3,0.1,False,0.1,0.1,False,0.0,False,0.0,False,0.0
baseline_enforced,V_Baseline_Enforced,Baseline,2,1,0.67099,,1163,baseline_enforced,V_Baseline_Enforced,Baseline with alignment incentives + scheduled audits.,Baseline,10,100,True,"(0.4, 0.9)","(0.0, 0.3)","(5, 15)","(10, 20)","(10, 30)","(25, 50, 75)",False,5,3,0.1,False,0.1,0.1,False,0.0,False,0.0,False,0.0
baseline_enforced,V_Baseline_Enforced,Baseline,2,2,0.83102,,1112,baseline_enforced,V_Baseline_Enforced,Baseline with alignment incentives + scheduled audits.,Baseline,10,100,True,"(0.4, 0.9)","(0.0, 0.3)","(5, 15)","(10, 20)","(10, 30)","(25, 50, 75)",False,5,3,0.1,False,0.1,0.1,False,0.0,False,0.0,False,0.0
baseline_enforced,V_Baseline_Enforced,Baseline,2,3,0.48833,,1238,baseline_enforced,V_Baseline_Enforced,Baseline with alignment incentives + scheduled audits.,Baseline,10,100,True,"(0.4, 0.9)","(0.0, 0.3)","(5, 15)","(10, 20)","(10, 30)","(25, 50, 75)",False,5,3,0.1,False,0.1,0.1,False,0.0,False,0.0,False,0.0
baseline_enforced,V_Baseline_Enforced,Baseline,2,4,0.51258,,1187,baseline_enforced,V_Baseline_Enforced,Baseline with alignment incentives + scheduled audits.,Baseline,10,100,True,"(0.4, 0.9)","(0.0, 0.3)","(5, 15)","(10, 20)","(10, 30)","(25, 50, 75)",False,5,3,0.1,False,0.1,0.1,False,0.0,False,0.0,False,0.0
baseline_enforced,V_Baseline_Enforced,Baseline,2,5,0.41455,,1277,baseline_enforced,V_Baseline_Enforced,Baseline with alignment incentives + scheduled audits.,Baseline,10,100,True,"(0.4, 0.9)","(0.0, 0.3)","(5, 15)","(10, 20)","(10, 30)","(25, 50, 75)",False,5,3,0.1,False,0.1,0.1,False,0.0,False,0.0,False,0.0
baseline_enforced,V_Baseline_Enforced,Baseline,2,6,0.45833,,1245,baseline_enforced,V_Baseline_Enforced,Baseline with alignment incentives + scheduled audits.,Baseline,10,100,True,"(0.4, 0.9)","(0.0, 0.3)","(5, 15)","(10, 20)","(10, 30)","(25, 50, 75)",False,5,3,0.1,False,0.1,0.1,False,0.0,False,0.0,False,0.0
baseline_enforced,V_Baseline_Enforced,Baseline,2,7,0.4044,,1311,baseline_enforced,V_Baseline_Enforced,Baseline with alignment incentives + scheduled audits.,Baseline,10,100,True,"(0.4, 0.9)","(0.0, 0.3)","(5, 15)","(10, 20)","(10, 30)","(25, 50, 75)",False,5,3,0.1,False,0.1,0.1,False,0.0,False,0.0,False,0.0
baseline_enforced,V_Baseline_Enforced,Baseline,2,8,0.47835,,1311,baseline_enforced,V_Baseline_Enforced,Baseline with alignment incentives + scheduled audits.,Baseline,10,100,True,"(0.4, 0.9)","(0.0, 0.3)","(5, 15)","(10, 20)","(10, 30)","(25, 50, 75)",False,5,3,0.1,False,0.1,0.1,False,0.0,False,0.0,False,0.0
baseline_enforced,V_Baseline_Enforced,Baseline,2,9,0.65686,,1163,baseline_enforced,V_Baseline_Enforced,Baseline with alignment incentives + scheduled audits.,Baseline,10,100,True,"(0.4, 0.9)","(0.0, 0.3)","(5, 15)","(10, 20)","(10, 30)","(25, 50, 75)",False,5,3,0.1,False,0.1,0.1,False,0.0,False,0.0,False,0.0
baseline_enforced,V_Baseline_Enforced,Baseline,3,0,0.53594,,1160,baseline_enforced,V_Baseline_Enforced,Baseline with alignment incentives + scheduled audits.,Baseline,10,100,True,"(0.4, 0.9)","(0.0, 0.3)","(5, 15)","(10, 20)","(10, 30)","(25, 50, 75)",False,5,3,0.1,False,0.1,0.1,False,0.0,False,0.0,False,0.0
baseline_enforced,V_Baseline_Enforced,Baseline,3,1,0.64401,,1208,baseline_enforced,V_Baseline_Enforced,Baseline with alignment incentives + scheduled audits.,Baseline,10,100,True,"(0.4, 0.9)","(0.0, 0.3)","(5, 15)","(10, 20)","(10, 30)","(25, 50, 75)",False,5,3,0.1,False,0.1,0.1,False,0.0,False,0.0,False,0.0
baseline_enforced,V_Baseline_Enforced,Baseline,3,2,0.44094,,1281,baseline_enforced,V_Baseline_Enforced,Baseline with alignment incentives + scheduled audits.,Baseline,10,100,True,"(0.4, 0.9)","(0.0, 0.3)","(5, 15)","(10, 20)","(10, 30)","(25, 50, 75)",False,5,3,0.1,False,0.1,0.1,False,0.0,False,0.0,False,0.0
baseline_enforced,V_Baseline_Enforced,Baseline,3,3,0.56937,,1141,baseline_enforced,V_Baseline_Enforced,Baseline with alignment incentives + scheduled audits.,Baseline,10,100,True,"(0.4, 0.9)","(0.0, 0.3)","(5, 15)","(10, 20)","(10, 30)","(25, 50, 75)",False,5,3,0.1,False,0.1,0.1,False,0.0,False,0.0,False,0.0
baseline_enforced,V_Baseline_Enforced,Baseline,3,4,0.43617,,1235,baseline_enforced,V_Baseline_Enforced,Baseline with alignment incentives + scheduled audits.,Baseline,10,100,True,"(0.4, 0.9)","(0.0, 0.3)","(5, 15)","(10, 20)","(10, 30)","(25, 50, 75)",False,5,3,0.1,False,0.1,0.1,False,0.0,False,0.0,False,0.0
baseline_enforced,V_Baseline_Enforced,Baseline,3,5,0.40552,,1208,baseline_enforced,V_Baseline_Enforced,Baseline with alignment incentives + scheduled audits.,Baseline,10,100,True,"(0.4, 0.9)","(0.0, 0.3)","(5, 15)","(10, 20)","(10, 30)","(25, 50, 75)",False,5,3,0.1,False,0.1,0.1,False,0.0,False,0.0,False,0.0
baseline_enforced,V_Baseline_Enforced,Baseline,3,6,0.54193,,1155,baseline_enforced,V_Baseline_Enforced,Baseline with alignment incentives + scheduled audits.,Baseline,10,100,True,"(0.4, 0.9)","(0.0, 0.3)","(5, 15)","(10, 20)","(10, 30)","(25, 50, 75)",False,5,3,0.1,False,0.1,0.1,False,0.0,False,0.0,False,0.0
baseline_enforced,V_Baseline_Enforced,Baseline,3,7,0.45885,,1298,baseline_enforced,V_Baseline_Enforced,Baseline with alignment incentives + scheduled audits.,Baseline,10,100,True,"(0.4, 0.9)","(0.0, 0.3)","(5, 15)","(10, 20)","(10, 30)","(25, 50, 75)",False,5,3,0.1,False,0.1,0.1,False,0.0,False,0.0,False,0.0
baseline_enforced,V_Baseline_Enforced,Baseline,3,8,0.55552,,1198,baseline_enforced,V_Baseline_Enforced,Baseline with alignment incentives + scheduled audits.,Baseline,10,100,True,"(0.4, 0.9)","(0.0, 0.3)","(5, 15)","(10, 20)","(10, 30)","(25, 50, 75)",False,5,3,0.1,False,0.1,0.1,False,0.0,False,0.0,False,0.0
baseline_enforced,V_Baseline_Enforced,Baseline,3,9,0.77174,,1058,baseline_enforced,V_Baseline_Enforced,Baseline with alignment incentives + scheduled audits.,Baseline,10,100,True,"(0.4, 0.9)","(0.0, 0.3)","(5, 15)","(10, 20)","(10, 30)","(25, 50, 75)",False,5,3,0.1,False,0.1,0.1,False,0.0,False,0.0,False,0.0
baseline_enforced,V_Baseline_Enforced,Baseline,4,0,0.84413,,1025,baseline_enforced,V_Baseline_Enforced,Baseline with alignment incentives + scheduled audits.,Baseline,10,100,True,"(0.4, 0.9)","(0.0, 0.3)","(5, 15)","(10, 20)","(10, 30)","(25, 50, 75)",False,5,3,0.1,False,0.1,0.1,False,0.0,False,0.0,False,0.0
baseline_enforced,V_Baseline_Enforced,Baseline,4,1,0.6,,1175,baseline_enforced,V_Baseline_Enforced,Baseline with alignment incentives + scheduled audits.,Baseline,10,100,True,"(0.4, 0.9)","(0.0, 0.3)","(5, 15)","(10, 20)","(10, 30)","(25, 50, 75)",False,5,3,0.1,False,0.1,0.1,False,0.0,False,0.0,False,0.0
baseline_enforced,V_Baseline_Enforced,Baseline,4,2,0.69431,,1042,baseline_enforced,V_Baseline_Enforced,Baseline with alignment incentives + scheduled audits.,Baseline,10,100,True,"(0.4, 0.9)","(0.0, 0.3)","(5, 15)","(10, 20)","(10, 30)","(25, 50, 75)",False,5,3,0.1,False,0.1,0.1,False,0.0,False,0.0,False,0.0
baseline_enforced,V_Baseline_Enforced,Baseline,4,3,0.82989,,1111,baseline_enforced,V_Baseline_Enforced,Baseline with alignment incentives + scheduled audits.,Baseline,10,100,True,"(0.4, 0.9)","(0.0, 0.3)","(5, 15)","(10, 20)","(10, 30)","(25, 50, 75)",False,5,3,0.1,False,0.1,0.1,False,0.0,False,0.0,False,0.0
baseline_enforced,V_Baseline_Enforced,Baseline,4,4,0.51427,,1255,baseline_enforced,V_Baseline_Enforced,Baseline with alignment incentives + scheduled audits.,Baseline,10,100,True,"(0.4, 0.9)","(0.0, 0.3)","(5, 15)","(10, 20)","(10, 30)","(25, 50, 75)",False,5,3,0.1,False,0.1,0.1,False,0.0,False,0.0,False,0.0
baseline_enforced,V_Baseline_Enforced,Baseline,4,5,0.65786,,1199,baseline_enforced,V_Baseline_Enforced,Baseline with alignment incentives + scheduled audits.,Baseline,10,100,True,"(0.4, 0.9)","(0.0, 0.3)","(5, 15)","(10, 20)","(10, 30)","(25, 50, 75)",False,5,3,0.1,False,0.1,0.1,False,0.0,False,0.0,False,0.0
baseline_enforced,V_Baseline_Enforced,Baseline,4,6,0.69187,,1159,baseline_enforced,V_Baseline_Enforced,Baseline with alignment incentives + scheduled audits.,Baseline,10,100,True,"(0.4, 0.9)","(0.0, 0.3)","(5, 15)","(10, 20)","(10, 30)","(25, 50, 75)",False,5,3,0.1,False,0.1,0.1,False,0.0,False,0.0,False,0.0
baseline_enforced,V_Baseline_Enforced,Baseline,4,7,0.8736,,1014,baseline_enforced,V_Baseline_Enforced,Baseline with alignment incentives + scheduled audits.,Baseline,10,100,True,"(0.4, 0.9)","(0.0, 0.3)","(5, 15)","(10, 20)","(10, 30)","(25, 50, 75)",False,5,3,0.1,False,0.1,0.1,False,0.0,False,0.0,False,0.0
baseline_enforced,V_Baseline_Enforced,Baseline,4,8,0.41609,,1185,baseline_enforced,V_Baseline_Enforced,Baseline with alignment incentives + scheduled audits.,Baseline,10,100,True,"(0.4, 0.9)","(0.0, 0.3)","(5, 15)","(10, 20)","(10, 30)","(25, 50, 75)",False,5,3,0.1,False,0.1,0.1,False,0.0,False,0.0,False,0.0
baseline_enforced,V_Baseline_Enforced,Baseline,4,9,0.43447,,1227,baseline_enforced,V_Baseline_Enforced,Baseline with alignment incentives + scheduled audits.,Baseline,10,100,True,"(0.4, 0.9)","(0.0, 0.3)","(5, 15)","(10, 20)","(10, 30)","(25, 50, 75)",False,5,3,0.1,False,0.1,0.1,False,0.0,False,0.0,False,0.0
baseline_enforced,V_Baseline_Enforced,Baseline,5,0,0.57592,,1190,baseline_enforced,V_Baseline_Enforced,Baseline with alignment incentives + scheduled audits.,Baseline,10,100,True,"(0.4, 0.9)","(0.0, 0.3)","(5, 15)","(10, 20)","(10, 30)","(25, 50, 75)",False,5,3,0.1,False,0.1,0.1,False,0.0,False,0.0,False,0.0
baseline_enforced,V_Baseline_Enforced,Baseline,5,1,0.61509,,1164,baseline_enforced,V_Baseline_Enforced,Baseline with alignment incentives + scheduled audits.,Baseline,10,100,True,"(0.4, 0.9)","(0.0, 0.3)","(5, 15)","(10, 20)","(10, 30)","(25, 50, 75)",False,5,3,0.1,False,0.1,0.1,False,0.0,False,0.0,False,0.0
baseline_enforced,V_Baseline_Enforced,Baseline,5,2,0.62684,,1149,baseline_enforced,V_Baseline_Enforced,Baseline with alignment incentives + scheduled audits.,Baseline,10,100,True,"(0.4, 0.9)","(0.0, 0.3)","(5, 15)","(10, 20)","(10, 30)","(25, 50, 75)",False,5,3,0.1,False,0.1,0.1,False,0.0,False,0.0,False,0.0
baseline_enforced,V_Baseline_Enforced,Baseline,5,3,0.57173,,1177,baseline_enforced,V_Baseline_Enforced,Baseline with alignment incentives + scheduled audits.,Baseline,10,100,True,"(0.4, 0.9)","(0.0, 0.3)","(5, 15)","(10, 20)","(10, 30)","(25, 50, 75)",False,5,3,0.1,False,0.1,0.1,False,0.0,False,0.0,False,0.0
baseline_enforced,V_Baseline_Enforced,Baseline,5,4,0.65622,,1158,baseline_enforced,V_Baseline_Enforced,Baseline with alignment incentives + scheduled audits.,Baseline,10,100,True,"(0.4, 0.9)","(0.0, 0.3)","(5, 15)","(10, 20)","(10, 30)","(25, 50, 75)",False,5,3,0.1,False,0.1,0.1,False,0.0,False,0.0,False,0.0
baseline_enforced,V_Baseline_Enforced,Baseline,5,5,0.59621,,1249,baseline_enforced,V_Baseline_Enforced,Baseline with alignment incentives + scheduled audits.,Baseline,10,100,True,"(0.4, 0.9)","(0.0, 0.3)","(5, 15)","(10, 20)","(10, 30)","(25, 50, 75)",False,5,3,0.1,False,0.1,0.1,False,0.0,False,0.0,False,0.0
baseline_enforced,V_Baseline_Enforced,Baseline,5,6,0.42045,,1313,baseline_enforced,V_Baseline_Enforced,Baseline with alignment incentives + scheduled audits.,Baseline,10,100,True,"(0.4, 0.9)","(0.0, 0.3)","(5, 15)","(10, 20)","(10, 30)","(25, 50, 75)",False,5,3,0.1,False,0.1,0.1,False,0.0,False,0.0,False,0.0
baseline_enforced,V_Baseline_Enforced,Baseline,5,7,0.60927,,1172,baseline_enforced,V_Baseline_Enforced,Baseline with alignment incentives + scheduled audits.,Baseline,10,100,True,"(0.4, 0.9)","(0.0, 0.3)","(5, 15)","(10, 20)","(10, 30)","(25, 50, 75)",False,5,3,0.1,False,0.1,0.1,False,0.0,False,0.0,False,0.0
baseline_enforced,V_Baseline_Enforced,Baseline,5,8,0.41183,,1272,baseline_enforced,V_Baseline_Enforced,Baseline with alignment incentives + scheduled audits.,Baseline,10,100,True,"(0.4, 0.9)","(0.0, 0.3)","(5, 15)","(10, 20)","(10, 30)","(25, 50, 75)",False,5,3,0.1,False,0.1,0.1,False,0.0,False,0.0,False,0.0
baseline_enforced,V_Baseline_Enforced,Baseline,5,9,0.45123,,1249,baseline_enforced,V_Baseline_Enforced,Baseline with alignment incentives + scheduled audits.,Baseline,10,100,True,"(0.4, 0.9)","(0.0, 0.3)","(5, 15)","(10, 20)","(10, 30)","(25, 50, 75)",False,5,3,0.1,False,0.1,0.1,False,0.0,False,0.0,False,0.0
baseline_enforced,V_Baseline_Enforced,Baseline,6,0,0.67408,,1185,baseline_enforced,V_Baseline_Enforced,Baseline with alignment incentives + scheduled audits.,Baseline,10,100,True,"(0.4, 0.9)","(0.0, 0.3)","(5, 15)","(10, 20)","(10, 30)","(25, 50, 75)",False,5,3,0.1,False,0.1,0.1,False,0.0,False,0.0,False,0.0
baseline_enforced,V_Baseline_Enforced,Baseline,6,1,0.46595,,1277,baseline_enforced,V_Baseline_Enforced,Baseline with alignment incentives + scheduled audits.,Baseline,10,100,True,"(0.4, 0.9)","(0.0, 0.3)","(5, 15)","(10, 20)","(10, 30)","(25, 50, 75)",False,5,3,0.1,False,0.1,0.1,False,0.0,False,0.0,False,0.0
baseline_enforced,V_Baseline_Enforced,Baseline,6,2,0.75577,,1104,baseline_enforced,V_Baseline_Enforced,Baseline with alignment incentives + scheduled audits.,Baseline,10,100,True,"(0.4, 0.9)","(0.0, 0.3)","(5, 15)","(10, 20)","(10, 30)","(25, 50, 75)",False,5,3,0.1,False,0.1,0.1,False,0.0,False,0.0,False,0.0
baseline_enforced,V_Baseline_Enforced,Baseline,6,3,0.55113,,1224,baseline_enforced,V_Baseline_Enforced,Baseline with alignment incentives + scheduled audits.,Baseline,10,100,True,"(0.4, 0.9)","(0.0, 0.3)","(5, 15)","(10, 20)","(10, 30)","(25, 50, 75)",False,5,3,0.1,False,0.1,0.1,False,0.0,False,0.0,False,0.0
baseline_enforced,V_Baseline_Enforced,Baseline,6,4,0.86916,,975,baseline_enforced,V_Baseline_Enforced,Baseline with alignment incentives + scheduled audits.,Baseline,10,100,True,"(0.4, 0.9)","(0.0, 0.3)","(5, 15)","(10, 20)","(10, 30)","(25, 50, 75)",False,5,3,0.1,False,0.1,0.1,False,0.0,False,0.0,False,0.0
baseline_enforced,V_Baseline_Enforced,Baseline,6,5,0.49636,,1188,baseline_enforced,V_Baseline_Enforced,Baseline with alignment incentives + scheduled audits.,Baseline,10,100,True,"(0.4, 0.9)","(0.0, 0.3)","(5, 15)","(10, 20)","(10, 30)","(25, 50, 75)",False,5,3,0.1,False,0.1,0.1,False,0.0,False,0.0,False,0.0
baseline_enforced,V_Baseline_Enforced,Baseline,6,6,0.78099,,1023,baseline_enforced,V_Baseline_Enforced,Baseline with alignment incentives + scheduled audits.,Baseline,10,100,True,"(0.4, 0.9)","(0.0, 0.3)","(5, 15)","(10, 20)","(10, 30)","(25, 50, 75)",False,5,3,0.1,False,0.1,0.1,False,0.0,False,0.0,False,0.0
baseline_enforced,V_Baseline_Enforced,Baseline,6,7,0.48282,,1319,baseline_enforced,V_Baseline_Enforced,Baseline with alignment incentives + scheduled audits.,Baseline,10,100,True,"(0.4, 0.9)","(0.0, 0.3)","(5, 15)","(10, 20)","(10, 30)","(25, 50, 75)",False,5,3,0.1,False,0.1,0.1,False,0.0,False,0.0,False,0.0
baseline_enforced,V_Baseline_Enforced,Baseline,6,8,0.88304,,1059,baseline_enforced,V_Baseline_Enforced,Baseline with alignment incentives + scheduled audits.,Baseline,10,100,True,"(0.4, 0.9)","(0.0, 0.3)","(5, 15)","(10, 20)","(10, 30)","(25, 50, 75)",False,5,3,0.1,False,0.1,0.1,False,0.0,False,0.0,False,0.0
baseline_enforced,V_Baseline_Enforced,Baseline,6,9,0.8368,,1120,baseline_enforced,V_Baseline_Enforced,Baseline with alignment incentives + scheduled audits.,Baseline,10,100,True,"(0.4, 0.9)","(0.0, 0.3)","(5, 15)","(10, 20)","(10, 30)","(25, 50, 75)",False,5,3,0.1,False,0.1,0.1,False,0.0,False,0.0,False,0.0
baseline_enforced,V_Baseline_Enforced,Baseline,7,0,0.43344,,1234,baseline_enforced,V_Baseline_Enforced,Baseline with alignment incentives + scheduled audits.,Baseline,10,100,True,"(0.4, 0.9)","(0.0, 0.3)","(5, 15)","(10, 20)","(10, 30)","(25, 50, 75)",False,5,3,0.1,False,0.1,0.1,False,0.0,False,0.0,False,0.0
baseline_enforced,V_Baseline_Enforced,Baseline,7,1,0.60662,,1109,baseline_enforced,V_Baseline_Enforced,Baseline with alignment incentives + scheduled audits.,Baseline,10,100,True,"(0.4, 0.9)","(0.0, 0.3)","(5, 15)","(10, 20)","(10, 30)","(25, 50, 75)",False,5,3,0.1,False,0.1,0.1,False,0.0,False,0.0,False,0.0
baseline_enforced,V_Baseline_Enforced,Baseline,7,2,0.45525,,1169,baseline_enforced,V_Baseline_Enforced,Baseline with alignment incentives + scheduled audits.,Baseline,10,100,True,"(0.4, 0.9)","(0.0, 0.3)","(5, 15)","(10, 20)","(10, 30)","(25, 50, 75)",False,5,3,0.1,False,0.1,0.1,False,0.0,False,0.0,False,0.0
baseline_enforced,V_Baseline_Enforced,Baseline,7,3,0.77606,,1053,baseline_enforced,V_Baseline_Enforced,Baseline with alignment incentives + scheduled audits.,Baseline,10,100,True,"(0.4, 0.9)","(0.0, 0.3)","(5, 15)","(10, 20)","(10, 30)","(25, 50, 75)",False,5,3,0.1,False,0.1,0.1,False,0.0,False,0.0,False,0.0
